,ts,actual,forecast,forecast_lower,forecast_upper
3579,2016-04-18,98.17801666259766,95.3705717925882,84.15845007941454,106.58269350576185
3580,2016-04-19,92.68755340576172,96.08031899872617,85.09529088250594,107.0653471149464
3581,2016-04-20,94.04568481445312,96.20686321840596,85.24233352418244,107.17139291262947
3582,2016-04-21,96.09896850585938,96.0098710854835,84.82791921021331,107.19182296075368
3583,2016-04-22,95.5840301513672,95.99055294660943,84.76455544519612,107.21655044802273
3584,2016-04-25,95.78358459472656,96.08181761105264,84.86830576848918,107.2953294536161
3585,2016-04-26,95.95738983154295,96.64991737415285,85.66237607193636,107.63745867636933
3586,2016-04-27,96.85203552246094,96.93941449618288,85.97089799556124,107.90793099680451
3587,2016-04-28,94.66360473632812,97.05450241737911,85.8676837758389,108.24132105891933
3588,2016-04-29,93.93624114990234,98.11429973060031,86.74800586597642,109.48059359522419
3589,2016-05-02,93.5050048828125,96.44265852205511,85.13454496031218,107.75077208379804
3590,2016-05-03,92.77123260498048,96.95684928590944,85.86968349956302,108.04401507225586
3591,2016-05-04,92.84847259521484,97.67992057474868,86.69867785297585,108.66116329652151
3592,2016-05-05,94.27743530273438,97.72963056591156,86.53834365308202,108.9209174787411
3593,2016-05-06,95.72013092041016,97.13307272826582,85.89163906143332,108.37450639509831
3594,2016-05-09,95.75263214111328,96.68786498598305,85.46978832490497,107.90594164706114
3595,2016-05-10,97.4618148803711,96.79758839884543,85.80690703043405,107.78826976725682
3596,2016-05-11,96.79891204833984,96.8909157472612,85.92632979075182,107.85550170377059
3597,2016-05-12,96.72742462158205,97.15480351179154,85.97339289166175,108.33621413192134
3598,2016-05-13,95.9995574951172,97.24430167861206,86.01023177915462,108.4783715780695
3599,2016-05-16,97.13035583496094,97.57350305601365,86.34987255067925,108.79713356134805
3600,2016-05-17,96.1815414428711,97.81160786398024,86.81482573645137,108.80838999150912
3601,2016-05-18,95.75263214111328,96.87691965205191,85.90759189705685,107.84624740704697
3602,2016-05-19,94.18643188476562,96.70757604555656,85.52673989907734,107.88841219203579
3603,2016-05-20,95.6941146850586,96.60742031233544,85.38225060165765,107.83259002301322
3604,2016-05-23,95.3821792602539,96.98549888235993,85.7714377777068,108.19955998701307
3605,2016-05-24,96.38299560546876,97.36444549155463,86.37603033903348,108.35286064407579
3606,2016-05-25,98.57958984375,97.3276785106253,86.35861468195137,108.29674233929924
3607,2016-05-26,99.0669937133789,97.54861603559337,86.36173736842886,108.73549470275788
3608,2016-05-27,99.32691955566406,96.93782530078376,85.70604647744575,108.16960412412176
3609,2016-05-30,,96.70246576202977,85.37496335156573,108.02996817249382
3610,2016-05-31,99.91182708740234,96.61767479654254,85.51960844900684,107.71574114407825
3611,2016-06-01,99.11248779296876,96.29878161996047,85.2222008922571,107.37536234766382
3612,2016-06-02,99.755859375,96.024687249162,84.83940357178604,107.20997092653796
3613,2016-06-03,99.35945892333984,96.22599808782186,84.99761915759993,107.4543770180438
3614,2016-06-06,99.25543975830078,96.91864897581,85.70689249600758,108.13040545561242
3615,2016-06-07,99.6453857421875,97.349006654699,86.3564571595208,108.34155614987719
3616,2016-06-08,100.08079528808594,97.82096638446343,86.84727658082859,108.79465618809827
3617,2016-06-09,99.703857421875,98.19472461428522,87.00597147660517,109.38347775196527
3618,2016-06-10,99.021484375,98.10535466779729,86.87304465257216,109.33766468302241
3619,2016-06-13,98.3131332397461,97.77636465558335,86.56524657704696,108.98748273411974
3620,2016-06-14,98.17015838623048,98.07547363777105,87.09133047808432,109.05961679745779
3621,2016-06-15,97.92318725585938,97.94690900070628,86.98297718732678,108.91084081408579
